Date,Open,High,Low,Close,Volume,Stock
2014-12-15,0.33,0.33,0.28,0.295,25123400.0,KRONO
2014-12-16,0.29,0.3,0.29,0.3,901700.0,KRONO
2014-12-17,0.295,0.32,0.295,0.32,4109000.0,KRONO
2014-12-18,0.32,0.34,0.3,0.33,19092500.0,KRONO
2014-12-19,0.33,0.36,0.33,0.355,15969400.0,KRONO
2014-12-22,0.355,0.375,0.35,0.355,27840900.0,KRONO
2014-12-23,0.35,0.36,0.335,0.335,13947500.0,KRONO
2014-12-24,0.335,0.34,0.285,0.29,22566600.0,KRONO
2014-12-26,0.29,0.3,0.275,0.28,27819900.0,KRONO
2014-12-29,0.28,0.29,0.255,0.265,33713900.0,KRONO
2014-12-30,0.26,0.27,0.25,0.26,17655500.0,KRONO
2014-12-31,0.26,0.27,0.23,0.235,39077900.0,KRONO
2015-01-04,0.305,0.31,0.305,0.305,6214800.0,KRONO
2015-01-06,0.265,0.265,0.215,0.255,37583300.0,KRONO
2015-01-07,0.225,0.23,0.22,0.225,4307700.0,KRONO
2015-01-09,0.115,0.125,0.11,0.115,956600.0,KRONO
2015-01-10,0.155,0.165,0.155,0.16,625000.0,KRONO
2015-01-12,0.19,0.2,0.19,0.2,2039000.0,KRONO
2015-01-13,0.215,0.225,0.21,0.22,13978700.0,KRONO
2015-01-14,0.215,0.22,0.215,0.215,4858300.0,KRONO
2015-01-15,0.22,0.235,0.22,0.22,22495700.0,KRONO
2015-01-16,0.22,0.22,0.215,0.215,4179000.0,KRONO
2015-01-19,0.215,0.215,0.21,0.21,2530400.0,KRONO
2015-01-20,0.21,0.215,0.205,0.21,2214500.0,KRONO
2015-01-21,0.21,0.22,0.205,0.21,10038900.0,KRONO
2015-01-22,0.215,0.22,0.21,0.22,4226200.0,KRONO
2015-01-23,0.215,0.22,0.21,0.21,1901600.0,KRONO
2015-01-26,0.21,0.21,0.205,0.205,1704400.0,KRONO
2015-01-27,0.21,0.21,0.205,0.205,2209500.0,KRONO
2015-01-28,0.205,0.21,0.2,0.21,2481600.0,KRONO
2015-01-29,0.205,0.21,0.205,0.21,2513900.0,KRONO
2015-01-30,0.21,0.215,0.205,0.21,2572100.0,KRONO
2015-02-01,0.235,0.24,0.215,0.235,17961200.0,KRONO
2015-02-03,0.315,0.315,0.295,0.295,15200500.0,KRONO
2015-02-04,0.315,0.335,0.31,0.33,29308400.0,KRONO
2015-02-06,0.25,0.26,0.245,0.25,8213300.0,KRONO
2015-02-07,0.23,0.23,0.22,0.225,2920400.0,KRONO
2015-02-09,0.115,0.115,0.11,0.115,852200.0,KRONO
2015-02-10,0.155,0.165,0.155,0.155,660900.0,KRONO
2015-02-11,0.22,0.23,0.22,0.225,17120300.0,KRONO
2015-02-12,0.195,0.195,0.195,0.195,472100.0,KRONO
2015-02-13,0.26,0.28,0.255,0.265,18447700.0,KRONO
2015-02-16,0.28,0.325,0.27,0.32,59486200.0,KRONO
2015-02-17,0.33,0.33,0.305,0.305,24523800.0,KRONO
2015-02-18,0.305,0.32,0.305,0.315,7109300.0,KRONO
2015-02-23,0.315,0.355,0.315,0.345,37791600.0,KRONO
2015-02-24,0.345,0.35,0.315,0.32,20733400.0,KRONO
2015-02-25,0.32,0.35,0.32,0.335,23367700.0,KRONO
2015-02-26,0.34,0.34,0.325,0.325,7289000.0,KRONO
2015-02-27,0.33,0.33,0.31,0.32,13784400.0,KRONO
2015-03-03,0.295,0.31,0.295,0.295,8119800.0,KRONO
2015-03-04,0.335,0.35,0.335,0.335,21361000.0,KRONO
2015-03-06,0.25,0.25,0.24,0.24,2740300.0,KRONO
2015-03-07,0.225,0.225,0.215,0.215,2110800.0,KRONO
2015-03-08,0.225,0.225,0.215,0.22,3167200.0,KRONO
2015-03-09,0.115,0.135,0.115,0.135,5020800.0,KRONO
2015-03-11,0.225,0.225,0.215,0.215,2331200.0,KRONO
2015-03-12,0.195,0.195,0.19,0.19,171700.0,KRONO
2015-03-13,0.325,0.325,0.31,0.31,6350200.0,KRONO
2015-03-16,0.315,0.315,0.3,0.305,1923100.0,KRONO
2015-03-17,0.305,0.32,0.295,0.305,6791800.0,KRONO
2015-03-18,0.305,0.305,0.29,0.295,6121800.0,KRONO
2015-03-19,0.3,0.305,0.295,0.3,2891300.0,KRONO
2015-03-20,0.3,0.3,0.29,0.295,2307600.0,KRONO
2015-03-23,0.295,0.3,0.29,0.295,2634900.0,KRONO
2015-03-24,0.295,0.295,0.28,0.285,4507600.0,KRONO
2015-03-25,0.285,0.33,0.285,0.325,30749600.0,KRONO
2015-03-26,0.33,0.33,0.315,0.32,11418600.0,KRONO
2015-03-27,0.315,0.32,0.31,0.315,4700600.0,KRONO
2015-03-30,0.315,0.32,0.305,0.305,4495100.0,KRONO
2015-03-31,0.31,0.32,0.3,0.305,9993400.0,KRONO
2015-04-02,0.21,0.215,0.205,0.21,2464200.0,KRONO
2015-04-03,0.3,0.305,0.285,0.29,4973200.0,KRONO
2015-04-06,0.24,0.25,0.235,0.24,3239600.0,KRONO
2015-04-08,0.215,0.22,0.21,0.21,1129100.0,KRONO
2015-04-09,0.13,0.15,0.13,0.135,3552800.0,KRONO
2015-04-11,0.22,0.22,0.21,0.215,1033200.0,KRONO
2015-04-12,0.19,0.195,0.19,0.19,449400.0,KRONO
2015-04-13,0.36,0.395,0.36,0.39,49263400.0,KRONO
2015-04-14,0.39,0.4,0.38,0.38,28597700.0,KRONO
2015-04-15,0.38,0.395,0.38,0.39,10893500.0,KRONO
2015-04-16,0.39,0.415,0.39,0.41,24877900.0,KRONO
2015-04-17,0.41,0.415,0.4,0.4,14263200.0,KRONO
