Date,Open,High,Low,Close,Volume,Stock
1995-12-06,0.2488,0.273,0.2417,0.2687,15048000.0,SAM
1995-06-13,0.2687,0.2687,0.2417,0.246,1521100.0,SAM
1995-06-14,0.246,0.2588,0.2432,0.2588,1370300.0,SAM
1995-06-15,0.256,0.2687,0.256,0.2659,1609100.0,SAM
1995-06-16,0.2673,0.2815,0.2659,0.2702,4475400.0,SAM
1995-06-19,0.2702,0.2702,0.2631,0.2631,603400.0,SAM
1995-06-20,0.2645,0.2773,0.2631,0.2759,2024000.0,SAM
1995-06-21,0.2773,0.3029,0.2759,0.2943,9780600.0,SAM
1995-06-22,0.2972,0.3071,0.2958,0.3,4173700.0,SAM
1995-06-23,0.2986,0.3029,0.2915,0.2929,2174900.0,SAM
1995-06-26,0.2915,0.2986,0.2858,0.2929,1382900.0,SAM
1995-06-27,0.2943,0.2972,0.2915,0.2972,2514300.0,SAM
1995-06-28,0.2958,0.2958,0.283,0.283,1018300.0,SAM
1995-06-29,0.2844,0.2844,0.2787,0.2801,993100.0,SAM
1995-06-30,0.2773,0.2787,0.2759,0.2773,1156600.0,SAM
1995-03-07,0.2702,0.2702,0.2588,0.2602,2149700.0,SAM
1995-04-07,0.2631,0.273,0.2631,0.2702,842300.0,SAM
1995-05-07,0.273,0.273,0.2645,0.2645,729100.0,SAM
1995-06-07,0.2659,0.2687,0.2659,0.2687,427400.0,SAM
1995-07-07,0.2716,0.2773,0.2716,0.2773,754300.0,SAM
1995-10-07,0.2787,0.2787,0.2744,0.2787,792000.0,SAM
1995-11-07,0.2744,0.2815,0.273,0.2815,766900.0,SAM
1995-12-07,0.2801,0.2972,0.2801,0.2901,5669700.0,SAM
1995-07-13,0.2915,0.3043,0.2901,0.3015,5556600.0,SAM
1995-07-14,0.3029,0.3327,0.3029,0.3228,10572600.0,SAM
1995-07-17,0.3242,0.3313,0.3143,0.3199,2992000.0,SAM
1995-07-18,0.3171,0.3313,0.3157,0.3256,5041100.0,SAM
1995-07-19,0.3199,0.347,0.3199,0.3427,7844600.0,SAM
1995-07-20,0.3413,0.3626,0.3384,0.3455,6637700.0,SAM
1995-07-21,0.347,0.359,0.347,0.359,7354300.0,SAM
