,Date,Open,High,Low,Close,Volume,Stock
0,1995-10-18,0.9914,1.133,0.9206,1.0693,21072400.0,MKH
1,1995-10-19,1.0693,1.0834,1.002,1.002,2508000.0,MKH
2,1995-10-20,1.0091,1.0339,0.9808,1.0091,1361300.0,MKH
3,1995-10-24,1.0091,1.0091,0.9701,0.9701,434900.0,MKH
4,1995-10-25,0.9737,0.9808,0.9701,0.9737,361500.0,MKH
5,1995-10-26,0.9772,1.0303,0.9772,1.0303,1293500.0,MKH
6,1995-10-27,1.0268,1.0268,0.9737,0.9843,694800.0,MKH
7,1995-10-30,0.956,0.956,0.8958,0.8993,889700.0,MKH
8,1995-10-31,0.8852,0.8852,0.8462,0.8816,1618300.0,MKH
9,1995-01-11,0.8675,0.8675,0.8321,0.8321,1056300.0,MKH
10,1995-02-11,0.8143,0.8498,0.8073,0.8462,892500.0,MKH
11,1995-03-11,0.8427,0.8462,0.8321,0.8427,446200.0,MKH
12,1995-06-11,0.8604,0.8675,0.8462,0.8462,372800.0,MKH
13,1995-07-11,0.825,0.825,0.7931,0.7931,322000.0,MKH
14,1995-08-11,0.786,0.8037,0.786,0.7966,251400.0,MKH
15,1995-09-11,0.7931,0.7966,0.7825,0.7966,403900.0,MKH
16,1995-10-11,0.7966,0.7966,0.7648,0.7754,468800.0,MKH
17,1995-11-13,0.7754,0.7754,0.7577,0.7577,177900.0,MKH
18,1995-11-14,0.7719,0.7789,0.7577,0.7612,172300.0,MKH
19,1995-11-15,0.7719,0.786,0.7719,0.7754,200500.0,MKH
20,1995-11-16,0.7754,0.7896,0.7648,0.7754,220300.0,MKH
21,1995-11-17,0.7754,0.7789,0.7683,0.7754,104500.0,MKH
22,1995-11-20,0.7789,0.7789,0.7683,0.7719,90400.0,MKH
23,1995-11-21,0.7719,0.8143,0.7719,0.8108,262700.0,MKH
24,1995-11-22,0.8143,0.8498,0.8037,0.8391,268300.0,MKH
25,1995-11-23,0.8427,0.8781,0.8356,0.8356,901000.0,MKH
